variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
hfevapds,Temperature Flux Due to Evaporation Expressed as Heat Flux out of Sea Water,mon,Omon,494.22,35672
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,day,CFday,493.51,1754
fsn,Surface Downward Net Flux of Nitrogen,mon,Omon,492.85,4866
ta,Air Temperature,day,EdayZ,491.49,11707
mmrpm10,PM10 Mass Mixing Ratio,mon,AERmon,490.27,1554
zg,Geopotential Height,day,EdayZ,489.25,10510
evspsblveg,Evaporation from Canopy,mon,Lmon,489.14,65926
ptp,Tropopause Air Pressure,mon,AERmon,488.14,14013
clivic,Convective Ice Water Path,day,Eday,482.68,239
cldicemxrat,Cloud Ice Mixing Ratio,mon,Emon,482.55,162
t2,Mean-Squared Air Temperature,mon,Emon,480.74,213
epfe100,Downward Flux of Particulate Iron,mon,Omon,479.19,2851
mlotstsq,Square of Ocean Mixed Layer Thickness Defined by Sigma T,mon,Omon,478.05,5772
tran,Transpiration,mon,Lmon,477.23,66414
dissicos,Surface Dissolved Inorganic Carbon Concentration,mon,Omon,469.79,9023
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,mon,Omon,462.03,7548
limirrdiat,Irradiance Limitation of Diatoms,mon,Omon,457.52,7372
siextentn,Sea-Ice Extent North,mon,SImon,454.94,18917
drivw,Change in River Storage,day,Eday,452.97,121
fric,Downward Inorganic Carbon Flux at Ocean Bottom,mon,Omon,452.14,8016
phalf,Pressure on Model Half-Levels,mon,Amon,449.26,898
siarean,Sea-Ice Area North,mon,SImon,448.24,29673
expn,Sinking Particulate Organic Nitrogen Flux,yr,Oyr,445.22,565
cldwatmxrat,Cloud Water Mixing Ratio,mon,Emon,444.77,161
rss,Net Shortwave Surface Radiation,mon,Emon,442.71,46536
expp,Sinking Particulate Organic Phosphorus Flux,yr,Oyr,442.20,553
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,mon,Omon,441.46,7009
cod,Cloud Optical Depth,mon,AERmon,441.13,3249
sispeed,Sea-Ice Speed,mon,SImon,439.78,51917
siitdconc,Sea-Ice Area Percentages in Thickness Categories,mon,SImon,439.08,1356
sisnconc,Snow Area Percentage,mon,SImon,438.70,9273
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,mon,Omon,438.25,7600
ocontemppmdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,yr,Oyr,437.49,173
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,mon,Omon,435.13,7175
froc,Downward Organic Carbon Flux at Ocean Bottom,mon,Omon,433.13,7645
phyn,Mole Concentration of Total Phytoplankton Expressed as Nitrogen in Sea Water,yr,Oyr,427.56,2621
ocontemprmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,yr,Oyr,426.11,176
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,mon,Omon,426.04,6604
zg10,Geopotential Height at 10hPa,day,AERday,423.65,366
pfull,Pressure at Model Full-Levels,mon,Amon,423.33,873
zg,Geopotential Height,monC,Amon,423.23,315
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,mon,Omon,421.11,7004
sitemptop,Surface Temperature of Sea Ice,mon,SImon,420.95,78548
nep,Net Carbon Mass Flux out of Atmosphere due to Net Ecosystem Productivity on Land [kgC m-2 s-1],mon,Emon,416.51,74084
po4os,Surface Total Dissolved Inorganic Phosphorus Concentration,mon,Omon,415.51,8685
ocontemptend,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,yr,Oyr,413.39,174
limndiat,Nitrogen Limitation of Diatoms,mon,Omon,411.64,7089
talkos,Surface Total Alkalinity,mon,Omon,411.02,8228
hfls,Surface Upward Latent Heat Flux,subhrPt,Esubhr,410.47,20
chldiaz,Mass Concentration of Diazotrophs Expressed as Chlorophyll in Sea Water,yr,Oyr,410.23,2980
thetaot,Vertically Averaged Sea Water Potential Temperature,mon,Emon,408.59,32171
rsdt,TOA Incident Shortwave Radiation,subhrPt,Esubhr,408.34,40
intpbfe,Iron Production,mon,Omon,406.33,5938
clitter,Carbon Mass in Litter Pool,mon,Lmon,403.97,68047
snowmxrat,Mass Fraction of Snow in Air,mon,Emon,403.15,147
rlntds,Surface Net Downward Longwave Radiation,mon,Omon,401.69,2616
rls,Net Longwave Surface Radiation,mon,Emon,401.54,38857
snc,Snow Area Percentage,mon,LImon,400.32,188696
fsitherm,Water Flux into Sea Water Due to Sea Ice Thermodynamics,mon,Omon,398.73,51250
diftrelo,Ocean Tracer Epineutral Laplacian Diffusivity,yr,Oyr,397.96,648
zg100,Geopotential Height at 100hPa,day,AERday,397.02,292
siconca,Sea-Ice Area Percentage (Atmospheric Grid),mon,SImon,393.99,209928
ocontempdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,yr,Oyr,393.99,176
va,Northward Wind,day,EdayZ,393.13,7030
hfss,Surface Upward Sensible Heat Flux,day,Eday,390.24,2240
prra,Rainfall Flux over Land Ice,mon,Omon,388.28,3030
sfno2,NO2 Volume Mixing Ratio in Lowest Model Layer,1hr,AERhr,387.22,71
sfpm25,PM2.5 Mass Mixing Ratio in Lowest Model Layer,1hr,AERhr,385.05,842
phos,Surface pH,mon,Omon,384.11,3065
fgco2nat,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],mon,Omon,381.30,2092
ocontemppadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,yr,Oyr,380.83,165
hflso,Surface Downward Latent Heat Flux,mon,Omon,380.31,2497
intdoc,Dissolved Organic Carbon Content,mon,Omon,377.25,6733
cltcalipso,CALIPSO Total Cloud Cover Percentage,day,CFday,376.14,1536
od550so4,Sulfate Aerosol Optical Depth at 550nm,mon,AERmon,374.34,10415
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,subhrPt,Esubhr,374.34,91
intppnitrate,Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone,mon,Omon,372.83,4471
mmrno3,NO3 Aerosol Mass Mixing Ratio,mon,AERmon,372.31,3780
hfls,Surface Upward Latent Heat Flux,day,Eday,371.92,2256
rsut,TOA Outgoing Shortwave Radiation,subhrPt,Esubhr,371.34,35
utendogw,Eastward Acceleration Due to Orographic Gravity Wave Drag,day,EdayZ,371.19,4445
dissi14cabio,Abiotic Dissolved Inorganic Carbon-14 Concentration,yr,Oyr,370.02,606
hfsso,Surface Downward Sensible Heat Flux,mon,Omon,369.07,2400
intpn2,Nitrogen Fixation Rate in Ocean,mon,Omon,368.89,9718
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,day,CFday,367.81,1622
rainmxrat,Mass Fraction of Rain in Air,mon,Emon,367.46,159
rivi,River Inflow,day,Eday,366.95,88
ppmisc,Net Primary Organic Carbon Production by Other Phytoplankton,yr,Oyr,366.16,2219
pon,Mole Concentration of Particulate Organic Matter Expressed as Nitrogen in Sea Water,yr,Oyr,366.13,1961
ps,Surface Air Pressure,mon,Emon,365.65,24644
phycalc,Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,360.59,209
hus,Specific Humidity,day,EdayZ,358.06,6101
zoocos,Surface Zooplankton Carbon Concentration,mon,Omon,357.79,2342
dpo2,Delta O2 Partial Pressure,mon,Omon,354.62,6797
t20d,Depth of 20 degree Celsius Isotherm,mon,Emon,354.12,33425
tnhusscp,Tendency of Specific Humidity Due to Stratiform Clouds and Precipitation,subhrPt,Esubhr,352.15,96
ppos,Primary Carbon Production by Phytoplankton,mon,Omon,349.12,4246
od550bc,Black Carbon Optical Thickness at 550nm,mon,AERmon,348.95,9569
wfonocorr,Water Flux into Sea Water Without Flux Correction,mon,Omon,347.05,49881
hfss,Surface Upward Sensible Heat Flux,subhrPt,Esubhr,346.91,19
clwvi,Condensed Water Path,3hr,E3hr,343.32,583
prw,Water Vapor Path,subhrPt,Esubhr,343.22,18
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,subhrPt,Esubhr,341.05,90
tos,Sea Surface Temperature,mon,Amon,340.94,107162
sifllatstop,Net Latent Heat Flux over Sea Ice,mon,SImon,340.50,4171
fddtdic,Rate of Change of Net Dissolved Inorganic Carbon,mon,Omon,335.44,4560
phyfeos,Surface Mole Concentration of Total Phytoplankton Expressed as Iron in Sea Water,mon,Omon,335.33,2040
chlcalc,Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,335.29,194
nh4os,Surface Dissolved Ammonium Concentration,mon,Omon,334.38,1951
limfediat,Iron Limitation of Diatoms,mon,Omon,334.10,7065
hcont300,Heat content of upper 300 meters,mon,Emon,329.40,984
treefrac,Tree Cover Percentage,mon,Lmon,328.22,69853
sitimefrac,Fraction of Time Steps with Sea Ice,mon,SImon,327.53,41471
ci,Fraction of Time Convection Occurs in Cell,mon,Amon,327.36,5366
drybc,Dry Deposition Rate of Black Carbon Aerosol Mass,mon,AERmon,325.50,7965
sfcwindmax,Daily Maximum Near-Surface Wind Speed,mon,Emon,324.63,22859
zo2min,Depth of Oxygen Minimum Concentration,mon,Omon,323.25,7361
csoillevels,Carbon Mass in Each Model Soil Level (Summed over All Soil Carbon Pools in That Level),mon,Emon,320.31,431
intppmisc,Net Primary Organic Carbon Production by Other Phytoplankton,mon,Omon,319.82,6558
physios,Surface Mole Concentration of Total Phytoplankton Expressed as Silicon in Sea Water,mon,Omon,319.72,1753
sfo3max,Daily Maximum O3 Volume Mixing Ratio in Lowest Model Layer,day,AERday,319.46,3014
phyp,Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,yr,Oyr,317.82,2431
o2os,Surface Dissolved Oxygen Concentration,mon,Omon,314.36,7220
zmicro,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,yr,Oyr,312.61,3722
arag,Aragonite Concentration,mon,Omon,310.04,286
fddtdisi,Rate of Change of Net Dissolved Inorganic Silicon,mon,Omon,309.29,3868
dissocos,Surface Dissolved Organic Carbon Concentration,mon,Omon,309.08,3731
zmeso,Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,yr,Oyr,309.02,3702
fddtdife,Rate of Change of Net Dissolved Inorganic Iron,mon,Omon,308.41,3848
sidmassevapsubl,Sea-Ice Mass Change Through Evaporation and Sublimation,mon,SImon,307.84,19253
sidmassth,Sea-Ice Mass Change from Thermodynamics,mon,SImon,306.92,5682
fddtdip,Rate of Change of Net Dissolved Inorganic Phosphorus,mon,Omon,304.81,3862
fddtdin,Rate of Change of Net Dissolved Inorganic Nitrogen,mon,Omon,303.29,3802
od550oa,Total Organic Aerosol Optical Depth at 550nm,mon,AERmon,303.07,8220
intppdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,mon,Omon,301.91,4573
loadno3,Load of NO3,day,Eday,300.21,1331
rls,Net Longwave Surface Radiation,day,Eday,299.54,1630
limirrmisc,Irradiance Limitation of Other Phytoplankton,mon,Omon,298.70,6313
fddtalk,Rate of Change of Total Alkalinity,mon,Omon,298.64,3869
clhcalipso,CALIPSO High Level Cloud Area Percentage,day,CFday,298.19,1552
clt,Total Cloud Cover Percentage,day,Eday,298.08,1779
sndmasssnf,Snow Mass Change Through Snow Fall,mon,SImon,296.49,20966
ppdiat,Net Primary Organic Carbon Production by Diatoms,yr,Oyr,295.54,728
chldiazos,Surface Mass Concentration of Diazotrophs Expressed as Chlorophyll in Sea Water,mon,Omon,291.51,3460
friver,Water Flux into Sea Water from Rivers,mon,Omon,290.92,46488
phymisc,Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,yr,Oyr,290.35,3403
cct,Air Pressure at Convective Cloud Top,mon,Amon,286.56,12102
chlmiscos,Surface Mass Concentration of Other Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,284.00,6633
limnmisc,Nitrogen Limitation of Other Phytoplankton,mon,Omon,280.49,6292
od550lt1aer,Ambient Fine Aerosol Optical Depth at 550nm,mon,AERmon,280.37,12842
wtem,Transformed Eulerian Mean Upward Wind,day,EdayZ,278.49,3122
sidmasssi,Sea-Ice Mass Change Through Snow-to-Ice Conversion,mon,SImon,278.41,15060
tr,Surface Radiative Temperature,day,Eday,276.65,2466
grassfrac,Natural Grass Area Percentage,mon,Lmon,273.15,52959
sistrxdtop,X-Component of Atmospheric Stress on Sea Ice,mon,SImon,273.08,15018
lwp,Liquid Water Path,mon,AERmon,270.25,12696
toz,Total Column Ozone,mon,AERmon,269.83,8228
phydiatos,Surface Mole Concentration of Diatoms Expressed as Carbon in Sea Water,mon,Omon,269.52,6415
sistrydtop,Y-Component of Atmospheric Stress on Sea Ice,mon,SImon,268.26,14964
cland,Total Carbon in All Terrestrial Carbon Pools,mon,Emon,267.74,28204
cfadlidarsr532,CALIPSO Scattering Ratio CFAD,mon,Emon,267.31,78
bsios,Surface Mole Concentration of Particulate Organic Matter Expressed as Silicon in Sea Water,mon,Omon,266.09,2796
sivoln,Sea-Ice Volume North,mon,SImon,265.67,13754
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,day,EdayZ,264.97,1881
maxpblz,Maximum PBL Height,day,AERday,263.80,2984
hur,Relative Humidity,monC,Amon,263.40,166
epfy,Northward Component of the Eliassen-Palm Flux,day,EdayZ,263.11,2220
mrros,Surface Runoff,day,Eday,262.86,2366
orog,Surface Altitude,mon,Emon,262.69,28719
intpbsi,Silicon Production,mon,Omon,261.96,5130
epp100,Downward Flux of Particulate Phosphorus,mon,Omon,260.45,1967
intpppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,mon,Omon,260.44,1632
emiss,Total Emission Rate of Sea-Salt Aerosol,mon,AERmon,259.87,8408
rss,Net Shortwave Surface Radiation,day,Eday,259.35,1643
o2min,Oxygen Minimum Concentration,mon,Omon,258.65,7624
sfdsi,Downward Sea Ice Basal Salt Flux,mon,Omon,257.82,44034
epn100,Downward Flux of Particulate Nitrogen,mon,Omon,254.42,2338
snm,Surface Snow Melt,mon,LImon,254.07,88675
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],mon,Omon,254.01,1069
emibc,Total Emission Rate of Black Carbon Aerosol Mass,mon,AERmon,253.60,7611
sossq,Square of Sea Surface Salinity,mon,Omon,253.26,2662
sidmasstranx,X-Component of Sea-Ice Mass Transport,mon,SImon,250.90,16498
evspsbl,Evaporation Including Sublimation and Transpiration,day,Eday,249.98,2062
co3nat,Natural Carbonate Ion Concentration,mon,Omon,247.81,76
dryso4,Dry Deposition Rate of SO4,mon,AERmon,247.77,6759
frfe,Iron Loss to Sediments,mon,Omon,247.67,3778
sidmasstrany,Y-Component of Sea-Ice Mass Transport,mon,SImon,247.17,16424
limfediaz,Iron Limitation of Diazotrophs,mon,Omon,246.78,3097
hfrainds,Temperature Flux Due to Rainfall Expressed as Heat Flux into Sea Water,mon,Omon,246.48,11466
pathetao,Sea Water Additional Potential Temperature,mon,Emon,244.08,199
o3ste,Stratospheric Ozone Tracer Volume Mixing Ratio,mon,AERmon,242.78,3857
intpoc,Particulate Organic Carbon Content,mon,Omon,242.57,6530
intpcalcite,Calcite Production,mon,Omon,242.51,5377
wetso4,Wet Deposition Rate of SO4,mon,AERmon,240.97,6523
thetaoga,Global Average Sea Water Potential Temperature,mon,Omon,240.86,91436
chlpico,Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,yr,Oyr,239.45,1208
phypico,Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,yr,Oyr,238.28,1260
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,day,EdayZ,234.92,2616
zsatcalc,Calcite Saturation Depth,mon,Omon,233.65,2796
sbl,Surface Snow and Ice Sublimation Flux,mon,LImon,231.00,72151
frn,Nitrogen Loss to Sediments and Through Denitrification,mon,Omon,230.69,4822
utendwtem,Tendency of Eastward Wind Due to TEM Upward Advection,day,EdayZ,229.66,1535
dissicnatos,Surface Natural Dissolved Inorganic Carbon Concentration,mon,Omon,228.79,1565
mrfso,Soil Frozen Water Content,mon,Lmon,228.66,71654
thetaot700,Depth Average Potential Temperature of Upper 700m,mon,Emon,227.49,28332
sbl,Surface Snow and Ice Sublimation Flux,mon,Amon,227.46,55147
emiso2,Total Emission Rate of SO2,mon,AERmon,226.99,7270
siareas,Sea-Ice Area South,mon,SImon,226.81,13997
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,mon,Emon,226.50,2218
spco2abio,Abiotic Surface Aqueous Partial Pressure of CO2,mon,Omon,225.83,1013
phydiaz,Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,yr,Oyr,225.25,1261
sndmassmelt,Snow Mass Rate of Change Through Melt,mon,SImon,225.15,20322
pr,Precipitation,subhrPt,CFsubhr,224.16,564
mrtws,Terrestrial Water Storage,mon,Emon,223.87,9077
prthetao,Sea Water Redistributed Potential Temperature,mon,Emon,223.54,182
baresoilfrac,Bare Soil Percentage Area Coverage,mon,Lmon,222.58,36756
csoilmedium,Carbon Mass in Medium Soil Pool,mon,Lmon,221.97,18595
co3os,Surface Carbonate Ion Concentration,mon,Omon,221.11,2416
utendvtem,Tendency of Eastward Wind Due to TEM Northward Advection and Coriolis Term,day,EdayZ,220.37,1529
evspsblpot,Potential Evapotranspiration,mon,Emon,219.73,14170
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,Emon,219.68,351
csoilpools,Carbon Mass in Each Model Soil Pool (Summed over Vertical Levels),mon,Emon,218.60,3208
ccb,Air Pressure at Convective Cloud Base,mon,Amon,217.53,4362
sidmassmeltbot,Sea-Ice Mass Change Through Bottom Melting,mon,SImon,217.13,18462
od550ss,Sea-Salt Aerosol Optical Depth at 550nm,mon,AERmon,216.92,7532
intpbn,Nitrogen Production,mon,Omon,216.25,2480
thetaot300,Depth Average Potential Temperature of Upper 300m,mon,Emon,216.10,28500
rsutaf,TOA Outgoing Aerosol-Free Shortwave Radiation,mon,AERmon,215.97,8663
psitem,Transformed Eulerian Mean Mass Streamfunction,day,EdayZ,215.71,1519
cfc12,Mole Concentration of CFC12 in Sea Water,yr,Oyr,215.21,1016
dryss,Dry Deposition Rate of Sea-Salt Aerosol,mon,AERmon,214.77,5548
csoilfast,Carbon Mass in Fast Soil Pool,mon,Lmon,214.76,18888
snd,Snow Depth,day,Eday,212.23,4757
o2sat,Dissolved Oxygen Concentration at Saturation,yr,Oyr,211.98,2014
msftmzmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,211.70,7623
siextents,Sea-Ice Extent South,mon,SImon,209.89,10718
intvaw,Vertically Integrated Northward Moisture Transport,mon,Emon,209.67,3553
dryso2,Dry Deposition Rate of SO2,mon,AERmon,209.61,6520
pop,Mole Concentration of Particulate Organic Matter Expressed as Phosphorus in Sea Water,yr,Oyr,208.78,1875
drydust,Dry Deposition Rate of Dust,mon,AERmon,208.60,5767
phydiazos,Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,mon,Omon,208.44,1374
phnat,Natural pH,mon,Omon,208.25,76
fraclut,Percentage of Grid Cell for Each Land-Use Tile,mon,Emon,207.41,18709
sisnhc,Snow Heat Content per Unit Area,mon,SImon,206.49,5375
cropfrac,Percentage Crop Cover,mon,Lmon,206.24,53144
zsatarag,Aragonite Saturation Depth,mon,Omon,206.22,1418
ponos,Surface Mole Concentration of Particulate Organic Matter Expressed as Nitrogen in Sea Water,mon,Omon,204.97,3099
vtem,Transformed Eulerian Mean Northward Wind,day,EdayZ,204.67,2250
siitdsnthick,Snow Thickness in Ice Thickness Categories,mon,SImon,203.88,1265
thetaot2000,Depth Average Potential Temperature of Upper 2000m,mon,Emon,203.86,27697
cli,Mass Fraction of Cloud Ice,monC,Amon,203.35,89
cfc11,Mole Concentration of CFC11 in Sea Water,yr,Oyr,203.20,770
intuaw,Vertically Integrated Eastward Moisture Transport,mon,Emon,202.39,3553
csoilslow,Carbon Mass in Slow Soil Pool,mon,Lmon,202.09,17614
siflswdtop,Downwelling Shortwave Flux over Sea Ice,mon,SImon,201.90,33602
vsf,Virtual Salt Flux into Sea Water,mon,Omon,201.83,1171
wetdust,Wet Deposition Rate of Dust,mon,AERmon,201.58,5339
dgw,Change in Groundwater,day,Eday,201.42,83
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,Emon,201.23,1146
limirrpico,Irradiance Limitation of Picophytoplankton,mon,Omon,201.17,1345
chlpicoos,Surface Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,200.92,1346
ztp,Tropopause Altitude Above Geoid,mon,AERmon,199.51,7301
emiso4,Total Direct Emission Rate of SO4,mon,AERmon,199.43,6187
hfss,Surface Upward Sensible Heat Flux,subhrPt,CFsubhr,198.01,497
rsutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation",mon,AERmon,197.68,9249
minpblz,Minimum PBL Height,day,AERday,197.28,2504
sistrxubot,X-Component of Ocean Stress on Sea Ice,mon,SImon,197.22,5191
sidmassdyn,Sea-Ice Mass Change from Dynamics,mon,SImon,196.92,5964
clw,Mass Fraction of Cloud Liquid Water,monC,Amon,195.70,93
rzwc,Root Zone Soil Moisture,day,Eday,194.58,3859
bfeos,Surface Mole Concentration of Particulate Organic Matter Expressed as Iron in Sea Water,mon,Omon,194.44,1282
sistryubot,Y-Component of Ocean Stress on Sea Ice,mon,SImon,193.93,4771
cproduct,Carbon Mass in Products of Land-Use Change,mon,Lmon,193.86,47624
sidmassmelttop,Sea-Ice Mass Change Through Surface Melting,mon,SImon,192.45,18123
wetss,Wet Deposition Rate of Sea-Salt Aerosol,mon,AERmon,192.37,5456
sf6,Mole Concentration of SF6 in Sea Water,yr,Oyr,192.03,876
phypicoos,Surface Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,mon,Omon,191.95,1259
dpco2nat,Natural Delta CO2 Partial Pressure ,mon,Omon,191.92,1035
phynos,Surface Mole Concentration of Phytoplankton Nitrogen in Sea Water,mon,Omon,190.41,1475
limirrdiaz,Irradiance Limitation of Diazotrophs,mon,Omon,190.17,1432
sihc,Sea-Ice Heat Content per Unit Area,mon,SImon,190.17,14794
tsn,Snow Internal Temperature,mon,LImon,187.87,82388
ps,Surface Air Pressure,3hr,3hr,186.93,175
sidconcth,Sea-Ice Area Percentage Tendency Due to Thermodynamics,mon,SImon,186.25,5037
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",day,Eday,186.13,80
pso,Sea Water Pressure at Sea Water Surface,mon,Omon,185.91,25311
wtd,Water Table Depth,mon,Emon,185.66,2669
hfls,Surface Upward Latent Heat Flux,subhrPt,CFsubhr,182.82,493
wetbc,Wet Deposition Rate of Black Carbon Aerosol Mass,mon,AERmon,180.37,5128
fveglitter,Total Carbon Mass Flux from Vegetation to Litter,mon,Lmon,179.95,29394
bldep,Boundary Layer Depth,mon,AERmon,178.51,9007
limfepico,Iron Limitation of Picophytoplankton,mon,Omon,178.13,1262
osaltpsmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Submesoscale Advection,yr,Oyr,177.45,506
volo,Sea Water Volume,mon,Omon,177.27,76740
sidconcdyn,Sea-Ice Area Percentage Tendency Due to Dynamics,mon,SImon,176.82,4415
mrrob,Subsurface Runoff,day,Eday,176.71,1908
rlutaf,TOA Outgoing Aerosol-Free Longwave Radiation,mon,AERmon,175.92,8022
croot,Carbon Mass in Roots,mon,Lmon,173.77,23387
siitdthick,Sea-Ice Thickness in Thickness Categories,mon,SImon,173.12,1016
phypos,Surface Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,mon,Omon,171.76,1133
hfdsl,Downward Heat Flux at Land Surface,day,Eday,170.24,1559
loadso4,Load of SO4,mon,Emon,170.07,2023
qgwr,Groundwater Recharge from Soil Layer,day,Eday,169.98,212
areacello,Grid-Cell Area for Ocean Variables,fx,Ofx,169.79,62192
siflcondtop,Net Conductive Heat Flux in Ice at the Surface,mon,SImon,169.41,5631
limnpico,Nitrogen Limitation of Picophytoplankton,mon,Omon,169.19,1203
loaddust,Load of Dust,mon,Emon,169.01,2399
epfz,Upward Component of the Eliassen-Palm Flux,day,EdayZ,167.99,1719
prsnc,Convective Snowfall Flux,day,Eday,166.84,11
fluc,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],mon,Emon,164.77,40776
prveg,Precipitation onto Canopy,mon,Lmon,164.77,12770
wetso2,Wet Deposition Rate of SO2,mon,AERmon,164.66,5865
opottemppsmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,yr,Oyr,164.13,473
loadss,Load of Sea-Salt Aerosol,mon,Emon,163.91,2321
volcello,Ocean Grid-Cell Volume,fx,Ofx,163.78,17468
cleaf,Carbon Mass in Leaves,mon,Lmon,163.69,21101
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,mon,Emon,163.39,2410
phnatos,Surface Natural pH,mon,Omon,161.82,1054
ares,Aerodynamic Resistance,day,Eday,161.66,431
uwap,Product of Eastward Wind and Omega,mon,Emon,160.69,61
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),mon,Emon,159.79,101
emidms,Total Emission Rate of DMS,mon,AERmon,159.73,6227
limfemisc,Iron Limitation of Other Phytoplankton,mon,Omon,159.59,6350
intvadse,Vertically Integrated Northward Dry Static Energy Transport,mon,Emon,157.99,3159
co3satcalcos,Surface Mole Concentration of Carbonate Ion in Equilibrium with Pure Calcite in Sea Water,mon,Omon,157.58,1377
vsfevap,Virtual Salt Flux into Sea Water Due to Evaporation,mon,Omon,157.30,797
od870aer,Ambient Aerosol Optical Depth at 870nm,mon,AERmon,155.05,6369
sidmassgrowthwat,Sea-Ice Mass Change Through Growth in Supercooled Open Water (Frazil),mon,SImon,153.75,14417
tsland,Land Surface Temperature,day,Eday,152.63,1555
reffclwtop,Cloud-Top Effective Droplet Radius,mon,AERmon,152.37,3159
rlutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Longwave Radiation",mon,AERmon,152.31,7661
dissicabioos,Surface Abiotic Dissolved Inorganic Carbon Concentration,mon,Omon,151.47,771
cltisccp,ISCCP Total Cloud Cover Percentage,mon,CFmon,150.91,4292
fgco2,Surface Downward Mass Flux of Carbon as CO2 [kgC m-2 s-1],yr,Oyr,149.60,11477
sidmassgrowthbot,Sea-Ice Mass Change Through Basal Growth,mon,SImon,149.42,14404
vsfpr,Virtual Salt Flux into Sea Water Due to Rainfall,mon,Omon,149.20,784
albisccp,ISCCP Mean Cloud Albedo,mon,CFmon,149.15,5162
evspsbl,Evaporation Including Sublimation and Transpiration,subhrPt,CFsubhr,148.18,330
tau,Momentum Flux,day,Eday,147.61,1194
soga,Global Mean Sea Water Salinity,mon,Omon,146.30,71504
pbsi,Biogenic Silicon Production,mon,Omon,146.07,502
rlut,TOA Outgoing Longwave Radiation,subhrPt,CFsubhr,145.97,349
wetoa,Wet Deposition Rate of Dry Aerosol Total Organic Matter,mon,AERmon,145.45,4777
netatmoslandco2flux,Net Flux of CO2 Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,144.29,15112
wtd,Water Table Depth,day,Eday,143.06,177
intuadse,Vertically Integrated Eastward Dry Statice Energy Transport,mon,Emon,142.48,3125
phabio,Abiotic pH,mon,Omon,141.99,26
siage,Age of Sea Ice,mon,SImon,141.93,18418
sipr,Rainfall Rate over Sea Ice,mon,SImon,141.31,2228
